#       XLXHosts.txt
#
#       Written for Pi-Star Digital Voice Node by Andy Taylor (MW0MWZ)
#       Origional idea from Jonathan Naylor (G4KLX)
#
#       Updated on Wednesday 22nd of October 2025
#
#	The format of this file is:
#	XLX Number;host;default
#
#	Downloaded from: http://www.pistar.uk/downloads/XLXHosts.txt
#	Source from: http://xlxapi.rlx.lu/api.php?do=GetXLXDMRMaster
#
#########################################################################
#
#	XLX Hosts Below
#
#########################################################################
000;47.206.136.225;4004
001;80.211.62.178;4004
002;78.141.231.155;4004
003;93.179.193.199;4004
004;121.43.36.126;4001
005;44.31.166.9;4004
006;45.32.89.165;4004
007;44.137.42.27;4004
008;179.210.38.2;4004
009;118.150.164.96;4004
010;85.197.129.86;4004
011;81.95.126.168;4004
012;192.109.241.46;4004
013;18.188.189.124;4004
014;52.63.223.130;4004
015;194.59.205.228;4004
016;150.66.42.17;4004
017;51.83.186.28;4004
018;161.97.73.43;4004
019;31.7.247.58;4004
020;66.175.215.217;4004
021;148.251.94.163;4004
022;144.202.64.224;4004
023;77.85.192.94;4004
024;5.185.11.62;4004
025;89.38.150.252;4004
026;31.97.43.58;4004
027;185.203.217.7;4004
028;216.128.130.30;4004
029;3.129.150.138;4004
030;185.230.132.103;4004
031;81.7.11.224;4004
032;158.64.26.140;4004
033;164.132.230.151;4004
034;207.148.3.122;4004
035;45.79.94.184;4004
036;101.32.47.145;4004
037;198.100.154.155;4004
038;44.15.64.56;4004
039;52.21.18.66;4004
040;185.11.166.85;4004
041;206.81.1.250;4004
042;81.151.202.56;4004
043;147.182.219.238;4004
044;45.33.92.245;4004
045;70.44.20.24;4004
046;190.54.137.189;4004
047;202.171.147.58;4004
048;37.15.126.125;4004
049;54.237.10.173;4004
050;140.82.51.26;4004
051;84.127.123.185;4004
052;128.22.149.69;4004
053;172.233.149.75;4004
054;31.62.7.83;4004
055;52.80.4.154;4004
056;66.42.126.197;4004
057;212.107.141.130;4004
058;150.66.16.176;4004
059;68.0.247.194;4004
060;45.76.133.116;4004
061;192.248.160.49;4004
062;191.101.234.148;4004
063;85.215.161.24;4004
064;122.222.1.50;4004
065;65.189.90.77;4004
066;216.24.184.185;4004
067;144.202.30.59;4004
068;212.237.22.199;4004
069;51.77.213.200;4004
070;186.193.221.178;4004
071;211.60.41.185;4004
072;108.61.205.188;4004
073;45.77.192.120;4004
074;222.128.4.82;4004
076;203.137.116.117;4004
077;141.11.210.34;4004
078;139.196.158.18;4004
079;192.175.22.93;4004
080;219.122.133.186;4004
081;59.190.22.105;4004
082;44.20.29.130;4004
083;190.100.113.203;4004
084;74.208.132.51;4004
085;113.150.26.8;4004
086;140.179.13.243;4004
087;172.236.53.203;4004
088;44.137.37.242;4004
089;155.138.240.150;4004
090;73.142.146.235;4004
091;192.81.215.15;4004
092;80.211.239.166;4004
093;79.37.173.130;4004
094;129.123.59.69;4004
095;203.137.76.53;4004
096;121.145.136.53;4004
097;207.246.112.46;4004
098;122.135.205.211;4004
099;5.189.162.5;4004
100;47.206.136.218;4004
101;47.206.136.219;4004
102;47.206.136.220;4004
103;47.206.136.221;4004
104;47.206.136.222;4004
105;45.143.7.43;4004
106;68.42.187.67;4004
107;218.95.37.116;4004
108;126.39.215.3;4004
109;118.27.15.122;4004
110;140.82.14.24;4004
111;61.195.96.160;4004
112;66.245.192.53;4004
113;144.76.118.99;4004
114;89.111.154.99;4004
115;217.182.128.3;4004
116;80.211.79.156;4004
117;200.108.249.62;4004
118;5.249.148.252;4004
119;142.171.108.29;4004
120;15.204.232.22;4004
121;95.245.250.102;4004
122;194.37.80.40;4004
123;91.41.174.44;4004
124;211.14.169.234;4004
125;79.172.213.236;4004
126;178.192.138.248;4001
127;81.39.4.170;4004
128;200.80.247.94;4004
129;203.86.196.15;4004
130;77.93.39.86;4004
131;45.80.171.194;4004
132;195.225.77.3;4004
133;62.220.129.89;4004
134;51.83.134.240;4004
135;45.92.44.246;4004
136;153.227.53.157;4004
137;78.138.0.61;4004
138;103.195.7.20;4004
139;xlx139.lmarc.net;4004
140;95.211.211.145;4004
141;3.19.122.217;4004
142;149.28.77.61;4004
143;95.239.142.111;4004
144;54.188.28.93;4004
145;70.44.15.176;4004
147;181.92.6.92;4004
148;122.154.141.51;4004
149;122.154.140.136;4004
150;192.241.158.197;4004
151;159.203.105.64;4004
154;146.56.130.205;4004
155;75.72.124.168;4004
156;74.207.252.205;4004
157;195.231.78.164;4004
158;58.88.56.160;4004
159;69.84.242.182;4004
160;61.195.109.179;4004
161;138.2.175.34;4004
162;67.246.167.30;4004
163;45.143.93.75;4004
164;44.98.254.88;4004
165;84.254.24.85;4004
166;79.137.85.89;4004
167;172.233.157.125;4004
168;67.224.139.178;4004
169;217.72.202.215;4004
170;64.23.194.143;4004
171;62.113.103.244;4004
172;217.86.194.151;4004
173;137.184.146.29;4004
174;81.169.128.244;4004
175;162.248.92.25;4004
176;128.22.152.69;4004
177;51.77.151.223;4004
178;80.229.161.124;4004
179;31.127.24.191;4004
180;192.241.240.7;4004
181;174.137.23.148;4004
182;158.180.71.152;4004
183;45.32.75.47;4004
184;83.238.162.244;4004
185;64.181.204.84;4004
187;24.94.6.105;4004
188;75.8.230.12;4004
189;46.181.171.44;4004
190;186.123.100.105;4004
191;153.92.4.97;4004
192;118.27.9.127;4004
193;170.187.157.131;4004
194;178.238.240.209;4004
195;134.122.12.176;4004
196;142.115.155.239;4004
197;44.184.136.20;4004
199;194.195.215.143;4004
200;88.7.230.94;4004
201;157.245.45.67;4004
202;47.229.47.177;4004
203;50.116.36.65;4004
204;77.162.87.115;4004
205;167.71.95.160;4004
207;82.11.98.1;4004
208;213.186.34.50;4004
209;104.128.168.21;4004
210;173.212.223.187;4004
211;1.215.106.204;4004
212;52.38.90.188;4004
213;207.246.72.25;4004
214;212.227.87.198;4004
215;46.101.80.121;4004
216;172.234.217.149;4004
217;173.79.16.221;4004
218;138.128.247.74;4004
219;108.61.87.174;4004
220;164.70.120.126;4004
221;191.81.129.83;4004
222;172.233.145.145;4004
223;85.131.248.23;4004
225;61.195.108.252;4004
226;44.32.81.27;4004
227;89.33.44.100;4004
228;176.118.232.100;4004
229;195.49.75.204;4004
231;94.32.71.16;4004
233;193.237.155.252;4004
234;82.165.7.197;4004
235;217.44.51.78;4001
236;54.161.39.228;4004
237;74.196.158.133;4004
238;46.32.62.49;4004
239;147.79.74.69;4004
241;51.83.98.154;4004
242;66.42.84.85;4004
243;107.172.243.188;4004
244;72.14.187.79;4004
245;172.232.15.244;4004
246;172.93.48.159;4004
247;44.31.91.236;4004
248;81.136.218.49;4004
249;107.128.234.208;4004
250;23.130.172.11;4004
251;195.201.35.61;4004
252;209.250.230.194;4004
253;172.104.188.19;4004
254;198.58.115.22;4004
255;142.91.158.199;4004
256;178.136.97.107;4004
257;45.89.91.89;4004
258;75.137.209.136;4004
260;217.160.26.79;4004
261;212.90.155.148;4004
262;91.1.72.71;4004
264;52.2.131.118;4004
265;24.210.75.18;4004
266;62.171.178.202;4004
267;91.209.16.180;4004
268;185.11.166.22;4005
269;44.31.0.6;4004
270;158.64.26.132;4002
272;172.233.149.106;4004
275;77.68.88.180;4004
277;67.207.37.195;4004
280;79.13.115.181;4004
281;74.91.126.68;4004
282;158.179.168.187;4004
283;220.119.199.180;4004
284;185.80.0.95;4002
285;216.82.35.107;4004
286;93.186.113.147;4004
287;108.66.214.59;4004
288;24.30.152.243;4004
289;45.56.124.121;4004
290;188.251.176.252;4004
291;101.143.242.189;4004
294;84.74.144.7;4004
295;74.208.48.179;4004
296;153.127.50.48;4004
297;153.175.206.80;4004
298;122.135.200.131;4004
299;202.36.45.107;4002
300;92.246.129.30;4004
301;124.187.44.129;4004
303;76.25.18.88;4004
305;141.95.229.116;4004
306;103.1.187.251;4004
307;72.21.76.154;4004
309;198.74.54.133;4004
310;51.38.82.109;4004
311;172.236.251.162;4004
312;192.241.160.183;4004
313;34.213.108.164;4001
314;181.105.109.70;4004
315;71.194.126.247;4004
317;45.63.77.236;4004
318;47.181.192.143;4004
319;92.62.226.78;4004
320;81.43.3.1;4004
321;44.169.1.30;4004
322;76.219.234.40;4004
323;57.135.192.137;4004
325;168.235.80.185;4004
326;61.195.125.193;4004
327;104.238.156.182;4004
328;212.237.33.114;4004
329;60.47.100.80;4004
330;23.129.32.82;4004
332;188.213.168.99;4004
333;46.149.220.118;4004
334;96.47.95.121;4004
335;144.202.61.208;4004
337;104.251.219.231;4004
338;114.34.207.164;4004
339;178.254.30.57;4004
340;129.213.183.116;4004
344;96.126.100.128;4004
345;212.114.109.209;4004
346;128.22.135.35;4004
347;74.207.235.23;4004
349;67.85.61.239;4004
350;153.216.63.141;4004
351;15.156.176.95;4004
353;44.155.254.12;4004
355;223.95.197.217;4004
356;217.174.61.117;4004
357;165.232.144.212;4004
358;45.79.211.141;4004
359;94.156.172.213;4002
360;40.160.44.184;4004
361;144.202.24.194;4004
364;159.65.231.53;4004
369;72.89.122.8;4004
370;188.213.168.24;4004
371;77.81.230.11;4004
372;64.23.164.123;4004
373;180.145.195.147;4004
374;68.183.19.139;4004
375;86.57.150.4;4004
376;103.187.6.91;4004
377;186.159.96.100;4004
379;74.91.117.153;4004
381;74.91.114.100;4004
383;71.91.117.44;4004
384;71.11.197.90;4004
385;71.11.197.98;4004
386;52.176.210.10;4004
387;209.250.237.53;4004
388;207.246.195.178;4004
389;45.32.218.174;4017
390;79.25.34.26;4004
393;219.111.16.62;4004
395;95.255.196.50;4004
396;99.105.192.230;4004
398;45.79.216.134;4004
400;18.230.204.181;4004
403;44.32.224.45;4004
404;195.35.109.55;4004
405;172.105.11.104;4004
406;69.48.207.70;4004
407;208.191.21.181;4004
408;74.208.69.215;4004
409;173.255.221.199;4004
411;45.19.176.12;4004
412;202.218.34.165;4004
413;59.147.103.143;4004
414;185.170.138.30;4004
415;104.200.25.29;4004
416;70.49.57.136;4004
418;138.197.136.190;4004
420;198.58.215.152;4004
421;152.53.85.93;4004
424;31.32.149.4;4004
426;74.48.106.182;4004
429;217.17.38.138;4004
430;27.93.24.171;4004
431;61.195.98.225;4004
432;112.213.34.65;4004
433;217.160.121.75;4004
434;107.152.38.36;4004
437;109.172.7.162;4004
438;60.56.69.18;4004
439;95.238.242.181;4004
440;218.251.80.22;4004
441;203.137.99.110;4004
443;185.248.150.137;4004
444;51.83.46.75;4004
445;18.221.229.191;4004
446;75.187.189.24;4004
447;91.239.27.46;4004
448;66.187.45.131;4004
450;222.110.13.217;4004
451;185.14.13.16;4004
452;194.87.210.74;4004
453;61.239.171.240;4004
454;218.103.102.5;4004
456;54.37.205.183;4004
457;76.196.111.155;4004
458;136.35.141.187;4004
459;150.66.16.108;4004
460;172.234.218.11;4004
467;153.126.179.214;4004
468;76.84.199.19;4004
469;70.35.240.23;4004
470;104.153.108.131;4004
475;118.27.35.184;4004
476;171.33.84.7;4004
477;81.187.19.200;4004
478;35.232.151.255;4004
479;198.58.106.10;4004
480;173.0.31.205;4004
483;74.91.117.184;4004
484;212.227.80.36;4004
485;65.132.223.230;4004
486;171.33.87.233;4004
487;31.163.198.165;4004
488;77.222.53.249;4004
489;45.77.126.133;4004
490;77.104.180.135;4004
492;92.118.113.80;4004
493;104.218.221.46;4004
494;162.33.59.40;4004
495;185.255.132.168;4004
497;185.10.49.200;4004
499;203.137.76.22;4004
500;45.63.25.110;4004
501;190.150.215.2;4004
502;200.94.250.24;4004
503;76.196.111.156;4004
504;38.7.31.70;4004
505;45.248.50.37;4004
506;76.152.35.13;4004
507;190.123.237.11;4004
508;104.156.136.8;4004
510;61.195.126.75;4004
511;178.79.106.100;4004
512;34.209.50.46;4004
514;203.137.118.143;4004
515;203.137.78.35;4004
516;47.100.29.86;4004
517;67.212.42.234;4004
518;176.9.1.168;4006
519;134.195.88.234;4004
522;103.197.58.223;4004
523;115.134.157.40;4004
524;217.40.112.194;4004
525;74.207.229.113;4004
526;52.6.26.161;4004
529;124.120.57.254;4004
530;119.224.24.141;4004
531;149.28.170.145;4004
532;89.185.97.34;4004
533;139.224.207.157;4004
534;77.77.24.224;4004
535;203.159.93.71;4004
538;150.9.32.216;4004
543;161.97.112.218;4004
545;3.215.215.169;4004
546;71.91.41.20;4004
547;130.51.20.196;4004
550;70.35.200.63;4004
551;120.27.213.225;4004
555;93.240.83.53;4004
556;108.56.177.66;4004
560;150.66.42.72;4004
561;128.22.133.152;4004
565;66.42.70.161;4004
568;44.32.82.150;4004
570;44.56.160.2;4004
573;45.79.218.91;4004
575;207.251.56.142;4004
576;198.58.110.40;4004
577;1.15.137.120;4004
578;162.231.21.203;4004
580;220.98.42.207;4004
581;195.35.19.189;4004
583;218.45.186.96;4004
585;213.212.133.250;4004
586;213.212.132.246;4004
587;104.8.207.66;4004
590;163.58.70.135;4004
599;150.66.25.83;4004
600;161.97.181.4;4004
604;139.162.241.24;4004
608;219.122.253.83;4004
610;193.194.17.18;4004
612;104.220.123.135;4004
616;222.71.150.92;4004
618;47.181.192.142;4004
620;61.195.108.241;4004
621;50.37.125.76;4004
622;133.242.190.226;4004
626;45.79.222.143;4001
630;61.195.125.81;4004
632;64.91.238.36;4004
633;74.51.129.179;4004
634;150.66.9.57;4004
635;202.61.192.59;4004
636;188.112.182.232;4004
639;49.135.34.101;4004
642;193.219.144.57;4004
645;34.196.134.215;4004
646;204.48.104.102;4004
647;171.97.31.230;4004
654;128.22.131.129;4004
655;146.64.235.19;4004
656;173.230.139.250;4004
659;64.23.130.152;4004
660;150.31.23.214;4004
661;210.203.214.9;4004
662;73.198.133.202;4004
665;58.191.43.44;4004
666;95.179.179.175;4004
668;99.198.100.8;4004
669;139.144.253.235;4004
672;213.171.214.2;4005
673;180.147.243.178;4004
676;167.172.251.241;4004
677;192.168.1.67;4004
678;107.175.36.35;4004
679;45.79.180.62;4004
680;153.223.80.142;4004
681;217.180.211.244;4004
683;198.46.160.211;4004
686;64.176.183.235;4004
687;50.116.42.52;4004
688;3.89.164.167;4004
689;97.107.128.47;4004
691;58.82.172.177;4004
693;82.165.1.21;4004
697;218.102.208.73;4004
698;203.137.123.89;4004
699;82.102.5.239;4004
700;217.122.123.142;4004
701;61.195.107.77;4004
704;149.28.43.188;4004
705;128.22.134.161;4004
706;31.14.142.124;4004
707;90.145.156.242;4004
708;150.66.20.222;4004
710;207.244.224.170;4004
711;155.138.225.38;4004
712;85.214.239.189;4004
714;81.169.158.155;4004
715;92.59.170.78;4004
716;190.235.0.250;4004
717;88.159.31.251;4004
718;136.244.96.172;4004
720;64.98.67.79;4004
721;184.56.185.241;4004
722;192.210.200.20;4004
723;62.38.192.143;4004
724;72.60.249.200;4004
727;143.198.216.15;4004
729;136.243.236.116;4004
730;186.64.123.59;4004
732;149.28.51.5;4004
733;3.130.19.193;4004
734;148.135.119.83;4004
737;83.212.170.243;4004
740;18.233.216.229;4004
741;203.137.78.41;4004
